,Unnamed: 0,A,B
15917,15917,498,510
15918,15918,502,512
15919,15919,504,510
15920,15920,509,510
15921,15921,511,508
15922,15922,515,506
15923,15923,517,502
15924,15924,519,497
15925,15925,516,493
15926,15926,524,487
15927,15927,513,483
15928,15928,511,477
15929,15929,508,473
15930,15930,508,471
15931,15931,507,464
15932,15932,508,469
15933,15933,510,472
15934,15934,513,474
15935,15935,518,482
15936,15936,522,486
15937,15937,527,489
15938,15938,528,490
15939,15939,528,494
15940,15940,530,493
15941,15941,529,495
15942,15942,527,495
15943,15943,528,498
15944,15944,530,503
15945,15945,528,507
15946,15946,530,512
15947,15947,532,514
15948,15948,533,519
15949,15949,535,519
15950,15950,536,521
15951,15951,536,519
15952,15952,541,514
15953,15953,537,512
15954,15954,537,512
15955,15955,533,510
15956,15956,526,507
15957,15957,528,513
15958,15958,525,514
15959,15959,523,521
15960,15960,520,525
15961,15961,518,528
15962,15962,514,532
15963,15963,511,535
15964,15964,507,534
15965,15965,504,534
15966,15966,501,527
15967,15967,500,523
15968,15968,499,518
15969,15969,501,516
15970,15970,502,515
15971,15971,505,518
15972,15972,507,515
15973,15973,510,514
15974,15974,515,513
15975,15975,518,514
15976,15976,521,515
15977,15977,524,512
15978,15978,524,512
15979,15979,526,512
15980,15980,526,514
15981,15981,521,511
15982,15982,520,511
15983,15983,520,510
15984,15984,516,514
15985,15985,515,513
15986,15986,512,514
15987,15987,511,516
15988,15988,515,515
15989,15989,509,518
15990,15990,509,518
15991,15991,510,519
15992,15992,509,520
15993,15993,511,522
15994,15994,511,521
15995,15995,514,523
15996,15996,516,529
15997,15997,517,533
15998,15998,518,537
15999,15999,519,542
16000,16000,521,545
16001,16001,520,547
16002,16002,523,544
16003,16003,518,546
16004,16004,517,542
16005,16005,513,535
16006,16006,511,530
16007,16007,506,523
16008,16008,509,521
16009,16009,499,514
16010,16010,497,511
16011,16011,493,507
16012,16012,492,502
16013,16013,492,501
16014,16014,492,495
16015,16015,493,491
16016,16016,492,487
16017,16017,495,486
16018,16018,496,482
16019,16019,500,482
16020,16020,501,481
16021,16021,508,482
16022,16022,510,483
16023,16023,514,485
16024,16024,512,483
16025,16025,515,485
16026,16026,514,486
16027,16027,511,486
16028,16028,504,487
16029,16029,499,486
16030,16030,495,486
16031,16031,489,486
16032,16032,487,485
16033,16033,482,483
16034,16034,482,485
16035,16035,478,484
16036,16036,481,484
16037,16037,479,482
